Index	ZINCID	InChIKey	SMILES
8736	ZINC13864192	SSRAYCOCGMUIDL-UHFFFAOYSA-O	COc1ccc(cc1CC[NH3+])I
8737	ZINC13864705	FNYTYXJFOSRUTI-UHFFFAOYSA-M	Nc1ccc(cc1)c1nc(=O)c2c([nH]1)c([O-])ccc2
8738	ZINC13881360	BLIYNBNXBQBXPC-WCIBSUBMSA-N	CCOC1=CC2=C(C=C1C=C3C(=O)NC(=O)S3)OCO2
8739	ZINC13896758	KRLCQGVKWTWENS-NHCUHLMSSA-N	O=C1N(c2ccc(cc2)C(=O)OCC(=O)c2ccc(c(c2)C)C)C(=O)[C@H]2[C@H]1CC=CC2
8740	ZINC13897226	PFBBFBWIKFELAX-QFIPXVFZSA-L	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NN=N[N-]3)C(C(C)C)C(=O)[O-]
8741	ZINC13898716	YWYUQSGYKDEAMJ-JOCHJYFZSA-M	CCCc1c(OCCCOc2ccc(c(c2CC2CC2)OC)C(=O)NC)ccc2c1O[C@@H](CCC(=O)[O-])CC2
8742	ZINC13900167	KBDVXLCTQDBKOB-UHFFFAOYSA-N	CCCCc1nc(nn1Cc1ccc(nc1)c1ccccc1c1[n-]nnn1)CCCC
8743	ZINC13902723	AUBZCTXOLGPERG-UHFFFAOYSA-N	C1=CC2=C(C(=O)N=C2C=C1)NC3=C(C(=CC=C3)Cl)Cl
8744	ZINC13905555	HGDRLKMEWSBKRS-ITSQTWPESA-M	[O-]C(=O)C[C@]1(O)CCC[C@@H](C1)/C=C/[C@H](CCCCc1ccccc1)O
8745	ZINC13907839	JTVBXQAYBIJXRP-SNVBAGLBSA-O	O=C(c1ccc(cc1)[C@H]([NH3+])C)Nc1ccnc2c1cc[nH]2
8746	ZINC13910898	AVDUGNCTZRCAHH-MDASVERJSA-M	[O-]C(=O)[C@@H]1[C@@H]2[C@H]1S(=O)(=O)C[C@@]2([NH3+])C(=O)[O-]
8747	ZINC13911229	PAQPVNMFUTZAOU-UHFFFAOYSA-N	C1C(=O)N(CN1)O
8748	ZINC13911809	UOLDAWOAHWACHY-JHJVBQTASA-N	CC(C)CC(CC(CS)O)C(=O)NC(C(=O)NC)C(C)(C)C
8749	ZINC13912676	CFJRSKULEDUDKL-FQEVSTJZSA-M	OCC[C@@H](C(=O)[O-])O/N=C/1\C(=O)Nc2c1cc(c1ccc(cc1)S(=O)(=O)N(C)C)c1c2CN(CC1)C
8750	ZINC13912677	CFJRSKULEDUDKL-HXUWFJFHSA-M	OCC[C@H](C(=O)[O-])O/N=C/1\C(=O)Nc2c1cc(c1ccc(cc1)S(=O)(=O)N(C)C)c1c2CN(CC1)C
8751	ZINC13916763	LSONWRHLFZYHIN-AWEZNQCLSA-N	O=S(=O)(c1ccc(cc1)Oc1ccccc1)C[C@H]1SC1
8752	ZINC13925582	GVPVVVZMPXPDGR-JYRVWZFOSA-N	[O-][N+](=O)c1ccc(cc1)C2=N\C(=C/c3cccnc3)\C(=O)O2
8753	ZINC13930057	YVFQJRBVFOWANX-QPEQYQDCSA-N	C1=CC(=C(C=C1I)C2=NC(=CC3=CC=NC=C3)C(=O)O2)Cl
8754	ZINC13940059	CJIMPNHZPWPCSQ-SKCUWOTOSA-N	C[C@@H]1C[C@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)C(=O)C5=CC=CC=C5
8755	ZINC13940060	CJIMPNHZPWPCSQ-DWACAAAGSA-N	C[C@H]1C[C@@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)C(=O)C5=CC=CC=C5
8756	ZINC13943857	GPDRCFKWKBDNIM-NVNXTCNLSA-N	COC1=CC(=CC(=C1O)OC)/C=C\2/C(=O)N(C(=S)S2)C3=CC(=CC=C3)Cl
8757	ZINC13946897	AJPTYRJZJJWEKE-AOOOYVTPSA-N	CC1CCCC(N1S(=O)(=O)C2=C(C=CC(=C2)Cl)Cl)C
8758	ZINC13946918	WAZIUDLZVPYNJC-PHIMTYICSA-N	CC1CCCC(N1S(=O)(=O)C2=CC=CC=C2[N+](=O)[O-])C
8759	ZINC13946936	NDRNIFSBRLCSCZ-OCAPTIKFSA-N	CC1CCCC(N1S(=O)(=O)C)C
8760	ZINC13949037	RHKQQHPQMQOKLJ-UHFFFAOYSA-N	CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C
8761	ZINC13952160	ICSNLGPSRYBMBD-UHFFFAOYSA-N	C1=CC=NC(=C1)N
8762	ZINC13968254	ZMXCVSCGVWRDTJ-NXZHAISVSA-N	C1=CC(=C(C=C1C=CC(=O)NCCCCNC(=O)C=CC2=CC(=C(C=C2)Cl)Cl)Cl)Cl
8763	ZINC13974878	UJLAWZDWDVHWOW-AAEUAGOBSA-N	CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
8764	ZINC13974879	UJLAWZDWDVHWOW-DGCLKSJQSA-N	CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
8765	ZINC13974880	UJLAWZDWDVHWOW-WCQYABFASA-N	CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
8766	ZINC13975598	VUCKSZWMRCSPME-XMMPIXPASA-N	C1COCCN1C(=O)C2=CC3=C(C=C2F)OC(O3)(C4=CC=C(C=C4)F)C5=C(C=C(C=C5)Cl)Cl
8767	ZINC13977788	WXZJALPRVRLDDJ-ZDUSSCGKSA-N	CC(CO)OC1=CC(=CC(=C1)OC2=CC=C(C=C2)S(=O)(=O)C)C(=O)NC3=NC=CS3
8768	ZINC13978659	KMKBEESNZAPKMP-AREMUKBSSA-M	Cc1c(OCc2cccc(c2)c2ccc(cc2)C(=O)[O-])cc2c(c1C)C(=O)[C@H](C2)C1CCCC1
8769	ZINC13979107	BBGQXRGCVLXCQO-SFHVURJKSA-N	CCC[C@H]1Cc2c(C1=O)c(Cl)c(c(c2)OCc1cccc(c1)CSc1ccncc1)Cl
8770	ZINC13979479	GKVXJRRPJPKFDQ-UHFFFAOYSA-N	CCC(=O)C1=C(C2=C(C=CC(=C2)Cl)C(=O)N1CC3=NN(C(=C3)C(=O)NC4CC4)C)C5=CC=CC=C5
8771	ZINC13980453	KCAJXIDMCNPGHZ-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C
8772	ZINC13980679	UICNBXVDHCBKCE-OCCSQVGLSA-N	C1C(C(=O)N(C2=CC=CC=C21)CC(CO)O)NC(=O)C3=CC4=C(N3)SC(=C4)Cl
8773	ZINC13980680	UICNBXVDHCBKCE-TZMCWYRMSA-N	C1C(C(=O)N(C2=CC=CC=C21)CC(CO)O)NC(=O)C3=CC4=C(N3)SC(=C4)Cl
8774	ZINC13980772	DKPQHFZUICCZHF-UHFFFAOYSA-N	Cc1cccc(n1)c2[nH]c(nc2c3ccc4nccnc4c3)C(C)(C)C
8775	ZINC13981023	CTCKXCOHXZAARD-UHFFFAOYSA-N	Nc1nonc1c2nc3cnccc3n2C4CC4
8776	ZINC13981024	UGHABJRZQKZAHP-UHFFFAOYSA-N	CCN1C2=C(C=NC=C2)N=C1C3=NON=C3N
8777	ZINC13981078	VVOYROSONSLQQK-UHFFFAOYSA-N	CP(=O)(C)C1=CC=C(C=C1)NC2=NC(=NC3=C2N=CN3CCC4=CC(=CC=C4)O)C5CCCC5
8778	ZINC13981338	JRYCXZUZWFHQPB-UHFFFAOYSA-N	Nc1nonc1c2nc3cnccc3n2C4CCCCC4
8779	ZINC13981527	XVIBTVSQINBTLV-SECBINFHSA-O	N#Cc1c(N)nc(nc1[C@@H]1CCC[NH2+]C1)c1cc(O)ccc1O
8780	ZINC13981528	XVIBTVSQINBTLV-VIFPVBQESA-O	N#Cc1c(N)nc(nc1[C@H]1CCC[NH2+]C1)c1cc(O)ccc1O
8781	ZINC13981593	YRPIMMMBNUUYLG-UHFFFAOYSA-N	C1=CC(=CN=C1)NC2=NC=C(C(=N2)C3=CC=CO3)C4=NC=NC=C4
8782	ZINC13981793	XMWPUEPUQVYCIC-GOTSBHOMSA-O	O=C1NCN(C21CC[NH+](CC2)[C@H]1CCCC[C@H]1c1ccccc1)c1ccccc1
8783	ZINC13982410	XUWSPJMAQWJGCV-CQSZACIVSA-N	CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)[N-]c1ccc(cc1Cl)F
8784	ZINC13982474	PGVYYPZKXKGBLD-JKSUJKDBSA-N	C1COCC(C1NC(=O)C2=CC=C(C=C2)CN3C4=CC=CC=C4N=C3C(F)(F)F)C(=O)NO
8785	ZINC13982572	RQVKVJIRFKVPBF-VWLOTQADSA-O	[NH3+][C@@H](Cc1ccccc1)CNc1nc(c2ccncc2)c(c(=O)n1C)c1ccc2c(c1)cccc2
8786	ZINC13983163	ANCFKYJMXNMYNZ-UHFFFAOYSA-O	Fc1ccc(cc1)COc1ccn(c(=O)c1)c1ccc(cc1)OCC[NH+]1CCCC1
8787	ZINC13983227	GPDGHBFOHMKNMQ-UHFFFAOYSA-N	CC1=NC(=C(C=C1)C[N+]2=CSC(=C2C)CCO)N
8788	ZINC13983453	WIKGAEMMNQTUGL-SNVBAGLBSA-N	CN1C(=O)C(NC1=O)CC2=CNC3=C2C=CC=C3Cl
8789	ZINC13983541	WHPJOAUPIZDJNX-YTEQHECZSA-O	Fc1ccc(c(c1)F)[C@@H]1C[NH+](C[C@H]1C(=O)N1C[C@H](C)C([C@@H](C1)C)(O)c1ccccc1)C(C)(C)C
8790	ZINC13985099	MZZRFEIDRWKTKJ-UHFFFAOYSA-O	C[NH+](CCc1cn(c2c1c(O)ccc2)C)C
8791	ZINC13985145	YAVTYPZLGGLRSG-UHFFFAOYSA-N	CC1=C(C=CC(=C1)CN(CC(=O)NC2=C(C=C(C=C2)Cl)Cl)C3CCCCC3)OCC(=O)O
8792	ZINC13985502	JYILLRHXRVTRSH-GFCCVEGCSA-N	C1CN(CC1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F
8793	ZINC13985650	PUOMJPFYBYTQNK-DEOSSOPVSA-M	N#C/N=C(/N=c/1\cccc2c1ccc[n-]2)\N[C@@H](C(C)(C)C)NC(=O)Cc1ccc(c(c1)OC)OC
8794	ZINC13985654	PUOMJPFYBYTQNK-XMMPIXPASA-M	N#C/N=C(/N=c/1\cccc2c1ccc[n-]2)\N[C@H](C(C)(C)C)NC(=O)Cc1ccc(c(c1)OC)OC
8795	ZINC13985862	HYYRJELYMNIRGB-QFIPXVFZSA-N	CCCNc1nccc(n1)c2c(nc3CC[C@@H](COCc4ccc(OC)cc4)n23)c5ccc(F)cc5
8796	ZINC13985866	AMLKAXKHAOGCFY-HNNXBMFYSA-N	CCCNc1nccc(n1)c2c(nc3CC[C@@H](CO)n23)c4ccc(F)cc4
8797	ZINC13985942	MYQAUKPBNJWPIE-UHFFFAOYSA-N	COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC
8798	ZINC13986077	ZZLKPPSJSXVBKA-JTQLQIEISA-M	[O-]C(=O)[C@@H](Oc1ccc(cc1C1CCCCC1)Cl)C
8799	ZINC13986542	GEHAEMCVKDPMKO-HXUWFJFHSA-N	O[C@H](CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)C(=O)N3CCC(CC3)N4CCCNC4=O
8800	ZINC13986675	DIIWZISOVHQILN-UHFFFAOYSA-O	C[NH+](CCOc1cc(ccc1Cl)[N-]S(=O)(=O)c1c(Cl)cc(cc1Cl)C(F)(F)F)C
8801	ZINC13986811	HRNLUBSXIHFDHP-UHFFFAOYSA-N	Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4cccnc4)cc2
8802	ZINC13986815	XQVVPGYIWAGRNI-JOCHJYFZSA-O	CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CC[NH+](CC5)C)OC)C
8803	ZINC13998530	MBCJUIJWPYUEBX-UHFFFAOYSA-O	CCn1c(nc2c1c(CNC1CC[NH2+]CC1)cnc2)c1nonc1N
8804	ZINC14003058	OYJAJZMZYPNNHJ-UHFFFAOYSA-N	C1=CC2=C(C(=O)N=C2C=C1)NNC(=O)CC3=CC=C(C=C3)Cl
8805	ZINC14007939	KJIODOACRIRBPB-UHFFFAOYSA-N	C1=CC2=C(C=NN2)C(=C1)Br
8806	ZINC14025557	AQSSMEORRLJZLU-UHFFFAOYSA-O	Oc1ccc(c(c1)c1cc(C)c2c(c1)nnc(n2)Nc1ccc(cc1)OCC[NH+]1CCCC1)Cl
8807	ZINC14049704	DEYOMMQLWMIBRN-UHFFFAOYSA-N	COc1ccccc1N2CCN(CC2)C(=O)c3cc(n[nH]3)c4ccc(Cl)cc4
8808	ZINC14052444	AUTGTAZMHHRJAB-UHFFFAOYSA-N	C1=CC=C(C=C1)NC(=O)C2=NC=CN=C2N
8809	ZINC14089740	GNJCUHZOSOYIEC-GAROZEBRSA-N	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)OC6C(C(C(C(O6)C(=O)O)O)O)O
8810	ZINC14089743	NBGQZFQREPIKMG-PONOSELZSA-M	C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@H]([C@]1(C)C(=O)[O-])O)C
8811	ZINC14115100	KYQNYMXQHLMADB-UHFFFAOYSA-M	CCCCCCCN(C(=O)Nc1ccc(cc1F)F)CCc1ccc(cc1)SC(C(=O)[O-])(C)C
8812	ZINC14125194	FTGVBWSFHSXAON-UHFFFAOYSA-N	C=CCOc1cccc(c1)c1nc(c2n1n(CC)c(=O)c1c2cccc1)O
8813	ZINC14163155	LRFKWQGGENFBFO-LJQANCHMSA-M	CCCCCCCCc1ccc(cc1)CC[C@](COP(=O)([O-])[O-])(CO)[NH3+]
8814	ZINC14163159	LRFKWQGGENFBFO-IBGZPJMESA-M	CCCCCCCCc1ccc(cc1)CC[C@@](COP(=O)([O-])[O-])(CO)[NH3+]
8815	ZINC14164617	ZXERDUOLZKYMJM-ZWECCWDJSA-M	CC[C@H]1[C@@H](O)[C@H]2[C@@H]3CC[C@@H]([C@@]3(C)CC[C@@H]2[C@@]2([C@H]1C[C@H](O)CC2)C)[C@@H](CCC(=O)[O-])C
8816	ZINC14171803	RWSDJJXSOOFDEQ-QFIPXVFZSA-N	CC1=C(C=CC(=C1)Cl)OCCCC(=O)N2CC3=CC=CC=C3CC2C(=O)N4CCCC4
8817	ZINC14191684	HQFNFOOGGLSBBT-AWNIVKPZSA-N	COC1=C(C=CC(=C1)C=C(C#N)C(=O)NC2=NN=C(S2)C(F)(F)F)OCC3=C(C=C(C=C3)C(F)(F)F)C(F)(F)F
8818	ZINC14191768	SMFXSYMLJDHGIE-XMMPIXPASA-O	[NH3+]CCCN([C@@H](c1nc2snc(c2c(=O)n1Cc1ccccc1)C)C(C)C)C(=O)c1ccc(cc1)C
8819	ZINC14195406	CVPLGARGNFQLNC-UHFFFAOYSA-O	Clc1cc(ccc1Cl)N1CCN(CC1)Cc1[nH+]c2n(c1)cccc2
8820	ZINC14210455	LHHCSNFAOIFYRV-ZYNAIFEFSA-N	O=C(NC(C)(C)C)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C(=O)C(=O)N)CC1CCC1)C2(C)C
8821	ZINC14210457	LHHCSNFAOIFYRV-MUPNANLLSA-N	O=C(NC(C)(C)C)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C(=O)C(=O)N)CC1CCC1)C2(C)C
8822	ZINC14210470	DFRIQJHMGZBFOM-JOCHJYFZSA-O	O[C@@H]1CC[NH+](C1)Cc1ccccc1c1ccc(cc1)N1CCc2c(C1=O)n(nc2C(F)(F)F)c1ccc2c(c1)c(N)no2
8823	ZINC14242978	HZLCGUXUOFWCCN-GCJKJVERSA-K	CCCCCCCCCCCCCCCC[C@@H]([C@](C(=O)[O-])(CC(=O)[O-])O)C(=O)[O-]
8824	ZINC14242979	HZLCGUXUOFWCCN-PGRDOPGGSA-K	CCCCCCCCCCCCCCCC[C@H]([C@@](C(=O)[O-])(CC(=O)[O-])O)C(=O)[O-]
8825	ZINC14242980	HZLCGUXUOFWCCN-XMSQKQJNSA-K	CCCCCCCCCCCCCCCC[C@@H]([C@@](C(=O)[O-])(CC(=O)[O-])O)C(=O)[O-]
8826	ZINC14243646	LSUANMYXNFBGDT-YTTGMZPUSA-O	CCCCCCCCCCCCCCCCCCNC(=O)OC[C@@H](COC(=O)N(C(=O)C)Cc1cccc[n+]1CC)OC
8827	ZINC14243647	LSUANMYXNFBGDT-JGCGQSQUSA-O	CCCCCCCCCCCCCCCCCCNC(=O)OC[C@H](COC(=O)N(C(=O)C)Cc1cccc[n+]1CC)OC
8828	ZINC14247102	SQZWJDXCUYQULP-OKILXGFUSA-N	CC1CN(CC(O1)C)C(=O)C2=CC=C(C=C2)CNS(=O)(=O)C3=CC(=C(C=C3)F)Cl
8829	ZINC14252145	AALSSIXXBDPENJ-FYWRMAATSA-M	CCCCCCCCC/C(=C\C1=C(C)C(=O)C(=C(C1=O)OC)OC)/C(=O)[O-]
8830	ZINC14253369	JGXZVDAPLSTBGZ-IRPSRAIASA-N	CCCCCCCCCCCC(=O)C1=C(C(=C(C=C1O)O)C2CC(OC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O)O
8831	ZINC14253608	FTSCEGKYKXESFF-LXTVHRRPSA-O	CCCCCCCCC[NH+]1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O
8832	ZINC14276204	VTTDLGQEAGEBOQ-PLWCYHAZSA-L	CCCCCCCC/C=C\CCCCCC/C(=C(/C(=O)[O-])\C)/C(=O)[O-]
8833	ZINC14276303	ULSDRNDLXFVDED-MSUUIHNZSA-L	CCCCCCCCCCCCCCC(=C(C)C(=O)[O-])C(=O)[O-]
8834	ZINC14277885	KAKQVSNHTBLJCH-UHFFFAOYSA-N	FC(S(=O)(=O)N)(F)F
8835	ZINC14278029	DPRAYRYQQAXQPE-OAHLLOKOSA-M	CCCCCCCCCCCCCC[C@H](C(=O)[O-])Br
8836	ZINC14387783	VAFKZLCTXOMKRF-GOSISDBHSA-N	CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCC(CC2)C(=O)NC(C)C3=CC=C(C=C3)Cl)C
8837	ZINC14387786	VAFKZLCTXOMKRF-SFHVURJKSA-N	CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCC(CC2)C(=O)NC(C)C3=CC=C(C=C3)Cl)C
8838	ZINC14429371	RCNOFDYZWOTAOC-UHFFFAOYSA-N	C1=CC(=CC=C1NC(=O)C2=CNC(=O)C=C2)Cl
8839	ZINC14488849	ZLQJVGSVJRBUNL-UHFFFAOYSA-N	CC1=CC2=C(C=C(C=C2)O)OC1=O
8840	ZINC14512219	LFKQVVDFNHDYNK-FOXCETOMSA-N	C1=CC(=C(C=C1CCOC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O)O
8841	ZINC14517685	BNPRJWOKEVYJIT-UHFFFAOYSA-N	C1=CC2=C(C(=C1)NC(=O)C3=CN=C(C=C3)Cl)N=CC=C2
8842	ZINC14557836	IQHPDUUSMBMDGN-WEVVVXLNSA-N	CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)C=CC3=CC=C(C=C3)O)C
8843	ZINC14559870	WXUJAQBSBZLVEV-UHFFFAOYSA-N	C1=CC=C2C(=C1)C3=C(N2)N4C=NC=C4C5=C3C(=O)NC5=O
8844	ZINC14607246	BHBDWYPJWSZZNQ-SKCUWOTOSA-N	C[C@@H]1C[C@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5
8845	ZINC14607247	BHBDWYPJWSZZNQ-RBISFHTESA-N	C[C@H]1C[C@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5
8846	ZINC14607248	BHBDWYPJWSZZNQ-DFHRPNOPSA-N	C[C@@H]1C[C@@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5
8847	ZINC14607249	BHBDWYPJWSZZNQ-DWACAAAGSA-N	C[C@H]1C[C@@H](C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)N(C4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5
8848	ZINC14610083	QFUCSEIKNTUPPA-GOSISDBHSA-N	CC1(C(CC2=C(O1)C=C3C(=C2)C=C(O3)C4=CC(=CC(=C4)O)O)O)C
8849	ZINC14618970	LDFQMMUIJQDSAB-OLQVQODUSA-N	CCOC(=O)[C@@H]1O[C@@H]1C(=O)OCC
8850	ZINC14618975	MWMZDXCRDIBPCO-IUYQGCFVSA-M	[O-]C(=O)[C@H]1O[C@H]1C(=O)OCC
8851	ZINC14618976	MWMZDXCRDIBPCO-IMJSIDKUSA-M	[O-]C(=O)[C@H]1O[C@@H]1C(=O)OCC
8852	ZINC14618977	MWMZDXCRDIBPCO-QWWZWVQMSA-M	[O-]C(=O)[C@@H]1O[C@H]1C(=O)OCC
8853	ZINC14618978	MWMZDXCRDIBPCO-DMTCNVIQSA-M	[O-]C(=O)[C@@H]1O[C@@H]1C(=O)OCC
8854	ZINC14627207	GRHKWMYCLAXLQX-UHFFFAOYSA-N	CC1CCN(CC1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccccn1
8855	ZINC14628736	DLPXDGDDLLFSPQ-UHFFFAOYSA-L	[O-]C(=O)CSC1=C(SCC(=O)[O-])C(=O)c2c(C1=O)cccc2
8856	ZINC14644952	YSXFFLGRZJWNFM-UHFFFAOYSA-N	COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)OC
8857	ZINC14658010	RMCNETIHECSPMZ-NGQZWQHPSA-O	C1C(C(C(C[NH2+]1)O)O)O
8858	ZINC14676741	IBUXMZQNAQOLQY-UTCJRWHESA-N	C1=CC(=C(C=C1/C=C\2/C(=O)N=C(N2)N)O)O
8859	ZINC14682001	CLFBXKHKECKSQM-UHFFFAOYSA-N	COc1cc2CC[n+]3c(c2cc1OC)cc1c(c3)cc(c(c1)OC)OC
8860	ZINC14687377	JMFUODYQAAMVIK-UHFFFAOYSA-N	CCOC(=O)c1c(scc1C1CC1)NC(=O)Cc1ccc(cc1)OC
8861	ZINC14688371	OHUWYUPGBKXSBH-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NCC23CC4CC(C2)CC(C4)C3)S(=O)(=O)N5CCOCC5
8862	ZINC14711612	YLTPWCZXKJSORQ-GYCJOSAFSA-N	CC(=CCC(CC1=C(C=C(C2=C1OC(CC2=O)C3=C(C=C(C=C3)O)OC)O)O)C(=C)C)C
8863	ZINC14711629	LTTQKYMNTNISSZ-MWTRTKDXSA-N	COc1cc(O)c(c2c1C(=O)C[C@H](O2)c1ccc(cc1O)O)C[C@H](C(=C)C)CC=C(C)C
8864	ZINC14711632	LTTQKYMNTNISSZ-HJPURHCSSA-N	COc1cc(O)c(c2c1C(=O)C[C@H](O2)c1ccc(cc1O)O)C[C@@H](C(=C)C)CC=C(C)C
8865	ZINC14724200	VEYNNZSFJBDSPI-UHFFFAOYSA-N	COC1=CC=CC2=C1CNCC2
8866	ZINC14727551	OKBQXURKDRNMAB-NRFANRHFSA-N	CC(=CCC1=C(C2=C(C(=C1O)CC=C(C)C)OC(CC2=O)C3=CC(=CC(=C3)O)O)O)C
8867	ZINC14727558	UWQYBLOHTQWSQD-UHFFFAOYSA-N	CC(=CCC1=C(C=C(C2=C1OC(=C(C2=O)CC=C(C)C)C3=C(C=C(C=C3)O)O)O)O)C
8868	ZINC14728559	OPGRUAIUAPJSAZ-UHFFFAOYSA-N	CC1=NN2C(=N1)C3=CC=CC=C3N=C2SCCN4CCOCC4
8869	ZINC14756841	PBQMALAAFQMDSP-UHFFFAOYSA-N	COC1=C(C(=CC=C1)OC)C2=CC(=O)C3=C(O2)C=CC(=C3OC)OC
8870	ZINC14761282	YPBXGIBBOZOVPM-UHFFFAOYSA-N	CC1=C2C(=CC(=C1O)O)OC3=CC(=CC(=C3C2=O)O)O
8871	ZINC14773836	PFIQXUYXVYYERO-ALCCZGGFSA-N	C1=C(C=C(C=C1O)O)CCCCCCCCCC=CCCCC2=CC(=CC(=C2)O)O
8872	ZINC14779318	PFXGXKFPTAJYHV-UHFFFAOYSA-N	COC1=C(C=C2C3=C(C=C4C=CC(=CC4=C31)O)NC2=O)O
8873	ZINC14806405	DPDZHVCKYBCJHW-UHFFFAOYSA-N	NC(=O)c1ccc(cc1)c2nc(c3ccc4OCCOc4c3)c([nH]2)c5ccccn5
8874	ZINC14806670	IZDNACYDKBNHHC-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=C(N2)C3=C4C=C(C=CC4=NC3=O)S(=O)(=O)O)NO
8875	ZINC14806781	NBLBCGUCPBXKOV-UHFFFAOYSA-N	COCc1nc2N(CC(C)C)C(=O)N(C)C(=O)c2[nH]1
8876	ZINC14806786	BOZILQFLQYBIIY-VSFGXXFPSA-M	CC[C@@H](C(=O)O[C@H]1CCC=C2[C@H]1[C@@H](CC[C@@H](C[C@H](CC(=O)[O-])O)O)[C@H](C=C2)C)C
8877	ZINC14806830	FYBHCRQFSFYWPY-UHFFFAOYSA-N	C1CCC(CC1)N2C=NC3=C2N=C(N=C3NC4=CC=C(C=C4)N5CCOCC5)OC6=CC=CC7=CC=CC=C76
8878	ZINC14806879	QNUKRWAIZMBVCU-WCIBSUBMSA-N	COC1=CC2=C(C=C1)NC(=O)C2=CC3=CN=CN3
8879	ZINC14813714	RRRSSAVLTCVNIQ-UHFFFAOYSA-N	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O
8880	ZINC14827287	VDLOJRUTNRJDJO-ULQPCXBYSA-O	OC[C@]1(O)C[C@@H]([NH3+])[C@H]([C@@H]([C@@H]1O)O)O
8881	ZINC14827288	VDLOJRUTNRJDJO-MLKOFDEISA-O	OC[C@]1(O)C[C@H]([NH3+])[C@H]([C@@H]([C@@H]1O)O)O
8882	ZINC14828480	MFMMJKGZEGTTSV-DEDYPNTBSA-N	COc1ccc(C\C(=N/O)\C(=O)NCCc2c[nH]cn2)cc1Br
8883	ZINC14852066	NEQZWEXWOFPKOT-BYRRXHGESA-N	CC1CC=CC(=O)C(C(CC=CC2=CC(=CC(=C2C(=O)O1)O)OC)O)O
8884	ZINC14855753	COUUDSNRXUXNDW-UHFFFAOYSA-N	Oc1ccc2c(c1)[nH]c1c2c2c(=O)[nH]c(=O)c2c2c1[nH]c1c2ccc(c1)O
8885	ZINC14879987	FJXZHIRNBLLXNN-JEBMXCGPSA-O	CCC[C@@]1(CCc2ccccc2)CC(=O)[C@@H](C(=O)O1)[C@@H](c1cccc(c1)[N-]S(=O)(=O)c1ccc(c[nH+]1)C(F)(F)F)CC
8886	ZINC14879999	YJQPYGGHQPGBLI-KGSXXDOSSA-M	CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2[O-])NC(=O)c1ccc(c(c1)CC=C(C)C)O
